Date,Workout Name,Exercise Name,Weight,Reps,RPE,Notes
2024-08-24,PPL,Cable Lateral Raise,30.0,8,,Yes
2024-08-24,PPL,Cable Lateral Raise,30.0,8,,
2024-08-24,PPL,Cable Pullover,100.0,8,,Yes
2024-08-24,PPL,Cable Pullover,100.0,8,,
2024-08-24,PPL,Cable Pullover,100.0,6,,Yes
2024-08-24,PPL,Cable Pullover,100.0,6,,
2024-08-24,PPL,Calf Raises,120.0,12,,Yes
2024-08-24,PPL,Calf Raises,120.0,12,,
2024-08-24,PPL,Calf Raises,120.0,12,,
2024-08-24,PPL,Calf Raises,120.0,10,,Yes
2024-08-24,PPL,Calf Raises,120.0,10,,
2024-08-24,PPL,Calf Raises,120.0,10,,
2024-08-24,PPL,Close Grip Pull-up,0,8,,Yes
2024-08-24,PPL,Close Grip Pull-up,0,8,,
2024-08-24,PPL,Close Grip Pull-up,0,8,,
2024-08-24,PPL,DB Flat Bench,55.0,6,,Yes
2024-08-24,PPL,DB Flat Bench,55.0,6,,
2024-08-24,PPL,DB Incline Bench,45.0,8,,Yes
2024-08-24,PPL,DB Incline Bench,45.0,8,,
2024-08-24,PPL,DB Lateral Raise,25.0,10,,Yes
2024-08-24,PPL,DB Lateral Raise,25.0,10,,
2024-08-24,PPL,DB Lateral Raise,25.0,10,,
2024-08-24,PPL,DB Overhead Press,40.0,8,,Yes
2024-08-24,PPL,DB Overhead Press,40.0,8,,
2024-08-24,PPL,DB Overhead Press,40.0,8,,Yes
2024-08-24,PPL,DB Overhead Press,40.0,8,,
2024-08-24,PPL,DB Preacher Curl,25.0,8,,Yes
2024-08-24,PPL,DB Preacher Curl,25.0,8,,
2024-08-24,PPL,DB Preacher Curl,25.0,8,,Yes
2024-08-24,PPL,DB Preacher Curl,25.0,8,,
2024-08-24,PPL,DB RDL,45.0,8,,No
2024-08-24,PPL,DB RDL,45.0,8,,
2024-08-24,PPL,DB Row,55.0,8,,Yes
2024-08-24,PPL,DB Row,55.0,8,,
2024-08-24,PPL,Dead Bugs,15.0,10,,Yes
2024-08-24,PPL,Dead Bugs,15.0,10,,
2024-08-24,PPL,Dead Bugs,15.0,10,,Yes
2024-08-24,PPL,Dead Bugs,15.0,10,,
2024-08-24,PPL,Face Pull,95.0,8,,Yes
2024-08-24,PPL,Face Pull,95.0,8,,
2024-08-24,PPL,Face Pull,80.0,10,,Yes
2024-08-24,PPL,Face Pull,80.0,10,,
2024-08-24,PPL,Incline Cable Fly,55.0,8,,Yes
2024-08-24,PPL,Incline Cable Fly,55.0,8,,
2024-08-24,PPL,Leg Extension,230.0,10,,Yes
2024-08-24,PPL,Leg Extension,230.0,10,,
2024-08-24,PPL,Leg Extension,230.0,10,,Yes
2024-08-24,PPL,Leg Extension,230.0,10,,
2024-08-24,PPL,Leg Press,265.0,8,,Yes
2024-08-24,PPL,Leg Press,265.0,8,,
2024-08-24,PPL,Leg Press,270.0,8,,Yes
2024-08-24,PPL,Leg Press,270.0,8,,
2024-08-24,PPL,Lunges,25.0,15,,Yes
2024-08-24,PPL,Lunges,25.0,15,,
2024-08-24,PPL,Seated Hammer Curl,25.0,8,,Yes
2024-08-24,PPL,Seated Hammer Curl,25.0,8,,
2024-08-24,PPL,Seated Hammer Curl,30.0,7,,Yes
2024-08-24,PPL,Seated Hammer Curl,30.0,7,,
2024-08-24,PPL,Seated Leg Curl,195.0,8,,Yes
2024-08-24,PPL,Seated Leg Curl,195.0,8,,
2024-08-24,PPL,Seated Leg Curl,195.0,8,,Yes
2024-08-24,PPL,Seated Leg Curl,195.0,8,,
2024-08-24,PPL,Single Arm Seated Row,85.0,6,,Yes
2024-08-24,PPL,Single Arm Seated Row,85.0,6,,
2024-08-24,PPL,Single Arm Tricep Extension,40.0,10,,Yes
2024-08-24,PPL,Single Arm Tricep Extension,40.0,10,,
2024-08-24,PPL,Tricep Pushdown,55.0,6,,Yes
2024-08-24,PPL,Tricep Pushdown,55.0,6,,
2024-08-24,PPL,Tricep Pushdown,55.0,6,,Yes
2024-08-24,PPL,Tricep Pushdown,55.0,6,,
2024-08-24,PPL,Tricep Rope Extension,100.0,8,,Yes
2024-08-24,PPL,Tricep Rope Extension,100.0,8,,
2024-08-24,PPL,Wide Grip Pull-up,0,7,,Yes
2024-08-24,PPL,Wide Grip Pull-up,0,7,,
2024-08-24,PPL,Wide Grip Pull-up,0,7,,
2024-08-31,PPL,Cable Fly,55.0,8,,Yes
2024-08-31,PPL,Cable Fly,55.0,8,,
2024-08-31,PPL,Cable Lateral Raise,30.0,8,,Yes
2024-08-31,PPL,Cable Lateral Raise,30.0,8,,
2024-08-31,PPL,Cable Pullover,100.0,8,,Yes
2024-08-31,PPL,Cable Pullover,100.0,8,,
2024-08-31,PPL,Cable Pullover,100.0,6,,Yes
2024-08-31,PPL,Cable Pullover,100.0,6,,
2024-08-31,PPL,Calf Raises,120.0,12,,Yes
2024-08-31,PPL,Calf Raises,120.0,12,,
2024-08-31,PPL,Calf Raises,120.0,12,,
2024-08-31,PPL,Calf Raises,120.0,10,,Yes
2024-08-31,PPL,Calf Raises,120.0,10,,
2024-08-31,PPL,Calf Raises,120.0,10,,
2024-08-31,PPL,Close Grip Pull-up,0,8,,Yes
2024-08-31,PPL,Close Grip Pull-up,0,8,,
2024-08-31,PPL,Close Grip Pull-up,0,8,,
2024-08-31,PPL,DB Flat Bench,60.0,6,,Yes
2024-08-31,PPL,DB Flat Bench,60.0,6,,
2024-08-31,PPL,DB Incline Bench,45.0,8,,Yes
2024-08-31,PPL,DB Incline Bench,45.0,8,,
2024-08-31,PPL,DB Lateral Raise,25.0,10,,Yes
2024-08-31,PPL,DB Lateral Raise,25.0,10,,
2024-08-31,PPL,DB Lateral Raise,25.0,10,,
2024-08-31,PPL,DB Overhead Press,40.0,9,,Yes
2024-08-31,PPL,DB Overhead Press,40.0,9,,
2024-08-31,PPL,DB Overhead Press,40.0,8,,Yes
2024-08-31,PPL,DB Overhead Press,40.0,8,,
2024-08-31,PPL,DB Preacher Curl,25.0,9,,Yes
2024-08-31,PPL,DB Preacher Curl,25.0,9,,
2024-08-31,PPL,DB Preacher Curl,25.0,9,,Yes
2024-08-31,PPL,DB Preacher Curl,25.0,9,,
2024-08-31,PPL,DB RDL,45.0,8,,No
2024-08-31,PPL,DB RDL,45.0,8,,
2024-08-31,PPL,DB Row,55.0,8,,Yes
2024-08-31,PPL,DB Row,55.0,8,,
2024-08-31,PPL,Dead Bugs,15.0,10,,Yes
2024-08-31,PPL,Dead Bugs,15.0,10,,
2024-08-31,PPL,Dead Bugs,15.0,10,,Yes
2024-08-31,PPL,Dead Bugs,15.0,10,,
2024-08-31,PPL,Face Pull,100.0,10,,Yes
2024-08-31,PPL,Face Pull,100.0,10,,
2024-08-31,PPL,Face Pull,100.0,10,,Yes
2024-08-31,PPL,Face Pull,100.0,10,,
2024-08-31,PPL,Incline Cable Fly,55.0,8,,Yes
2024-08-31,PPL,Incline Cable Fly,55.0,8,,
2024-08-31,PPL,Leg Extension,230.0,10,,Yes
2024-08-31,PPL,Leg Extension,230.0,10,,
2024-08-31,PPL,Leg Extension,230.0,10,,Yes
2024-08-31,PPL,Leg Extension,230.0,10,,
2024-08-31,PPL,Leg Press,275.0,9,,Yes
2024-08-31,PPL,Leg Press,275.0,9,,
2024-08-31,PPL,Leg Press,280.0,10,,Yes
2024-08-31,PPL,Leg Press,280.0,10,,
2024-08-31,PPL,Seated Hammer Curl,30.0,8,,Yes
2024-08-31,PPL,Seated Hammer Curl,30.0,8,,
2024-08-31,PPL,Seated Hammer Curl,30.0,7,,Yes
2024-08-31,PPL,Seated Hammer Curl,30.0,7,,
2024-08-31,PPL,Seated Leg Curl,195.0,8,,Yes
2024-08-31,PPL,Seated Leg Curl,195.0,8,,
2024-08-31,PPL,Seated Leg Curl,195.0,9,,Yes
2024-08-31,PPL,Seated Leg Curl,195.0,9,,
2024-08-31,PPL,Single Arm Seated Row,85.0,6,,Yes
2024-08-31,PPL,Single Arm Seated Row,85.0,6,,
2024-08-31,PPL,Single Arm Tricep Extension,40.0,10,,Yes
2024-08-31,PPL,Single Arm Tricep Extension,40.0,10,,
2024-08-31,PPL,Tricep Pushdown,55.0,6,,Yes
2024-08-31,PPL,Tricep Pushdown,55.0,6,,
2024-08-31,PPL,Tricep Pushdown,55.0,6,,Yes
2024-08-31,PPL,Tricep Pushdown,55.0,6,,
2024-08-31,PPL,Tricep Rope Extension,100.0,9,,Yes
2024-08-31,PPL,Tricep Rope Extension,100.0,9,,
2024-08-31,PPL,Wide Grip Pull-up,0,7,,Yes
2024-08-31,PPL,Wide Grip Pull-up,0,7,,
2024-08-31,PPL,Wide Grip Pull-up,0,7,,
2024-09-07,PPL,Cable Fly,55.0,8,,Yes
2024-09-07,PPL,Cable Fly,55.0,8,,
2024-09-07,PPL,Cable Lateral Raise,30.0,9,,Yes
2024-09-07,PPL,Cable Lateral Raise,30.0,9,,
2024-09-07,PPL,Cable Pullover,100.0,8,,Yes
2024-09-07,PPL,Cable Pullover,100.0,8,,
2024-09-07,PPL,Cable Pullover,100.0,8,,Yes
2024-09-07,PPL,Cable Pullover,100.0,8,,
2024-09-07,PPL,Calf Raises,120.0,12,,Yes
2024-09-07,PPL,Calf Raises,120.0,12,,
2024-09-07,PPL,Calf Raises,120.0,12,,
2024-09-07,PPL,Calf Raises,120.0,12,,Yes
2024-09-07,PPL,Calf Raises,120.0,12,,
2024-09-07,PPL,Calf Raises,120.0,12,,
2024-09-07,PPL,Close Grip Pull-up,0,8,,Yes
2024-09-07,PPL,Close Grip Pull-up,0,8,,
2024-09-07,PPL,Close Grip Pull-up,0,8,,
2024-09-07,PPL,DB Flat Bench,60.0,6,,Yes
2024-09-07,PPL,DB Flat Bench,60.0,6,,
2024-09-07,PPL,DB Incline Bench,50.0,8,,Yes
2024-09-07,PPL,DB Incline Bench,50.0,8,,
2024-09-07,PPL,DB Lateral Raise,25.0,10,,Yes
2024-09-07,PPL,DB Lateral Raise,25.0,10,,
2024-09-07,PPL,DB Lateral Raise,25.0,10,,
2024-09-07,PPL,DB Overhead Press,40.0,9,,Yes
2024-09-07,PPL,DB Overhead Press,40.0,9,,
2024-09-07,PPL,DB Overhead Press,45.0,8,,Yes
2024-09-07,PPL,DB Overhead Press,45.0,8,,
2024-09-07,PPL,DB Preacher Curl,25.0,10,,Yes
2024-09-07,PPL,DB Preacher Curl,25.0,10,,
2024-09-07,PPL,DB Preacher Curl,25.0,10,,Yes
2024-09-07,PPL,DB Preacher Curl,25.0,10,,
2024-09-07,PPL,DB RDL,45.0,8,,Yes
2024-09-07,PPL,DB RDL,45.0,8,,
2024-09-07,PPL,DB Row,55.0,8,,Yes
2024-09-07,PPL,DB Row,55.0,8,,
2024-09-07,PPL,Dead Bugs,15.0,10,,Yes
2024-09-07,PPL,Dead Bugs,15.0,10,,
2024-09-07,PPL,Dead Bugs,15.0,10,,Yes
2024-09-07,PPL,Dead Bugs,15.0,10,,
2024-09-07,PPL,Face Pull,100.0,8,,Yes
2024-09-07,PPL,Face Pull,100.0,8,,
2024-09-07,PPL,Face Pull,100.0,8,,Yes
2024-09-07,PPL,Face Pull,100.0,8,,
2024-09-07,PPL,Incline Cable Fly,55.0,8,,Yes
2024-09-07,PPL,Incline Cable Fly,55.0,8,,
2024-09-07,PPL,Leg Extension,235.0,10,,Yes
2024-09-07,PPL,Leg Extension,235.0,10,,
2024-09-07,PPL,Leg Extension,235.0,10,,No
2024-09-07,PPL,Leg Extension,235.0,10,,
2024-09-07,PPL,Leg Press,280.0,10,,Yes
2024-09-07,PPL,Leg Press,280.0,10,,
2024-09-07,PPL,Leg Press,280.0,10,,Yes
2024-09-07,PPL,Leg Press,280.0,10,,
2024-09-07,PPL,Lunges,25.0,15,,Yes
2024-09-07,PPL,Lunges,25.0,15,,
2024-09-07,PPL,Seated Hammer Curl,30.0,9,,Yes
2024-09-07,PPL,Seated Hammer Curl,30.0,9,,
2024-09-07,PPL,Seated Leg Curl,195.0,9,,Yes
2024-09-07,PPL,Seated Leg Curl,195.0,9,,
2024-09-07,PPL,Seated Leg Curl,195.0,9,,Yes
2024-09-07,PPL,Seated Leg Curl,195.0,9,,
2024-09-07,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-09-07,PPL,Single Arm Seated Row,85.0,8,,
2024-09-07,PPL,Single Arm Tricep Extension,40.0,11,,Yes
2024-09-07,PPL,Single Arm Tricep Extension,40.0,11,,
2024-09-07,PPL,Tricep Pushdown,55.0,6,,Yes
2024-09-07,PPL,Tricep Pushdown,55.0,6,,
2024-09-07,PPL,Tricep Pushdown,60.0,7,,Yes
2024-09-07,PPL,Tricep Pushdown,60.0,7,,
2024-09-07,PPL,Tricep Rope Extension,100.0,9,,Yes
2024-09-07,PPL,Tricep Rope Extension,100.0,9,,
2024-09-07,PPL,Wide Grip Pull-up,0,7,,Yes
2024-09-07,PPL,Wide Grip Pull-up,0,7,,
2024-09-07,PPL,Wide Grip Pull-up,0,7,,
2024-09-14,PPL,Cable Fly,55.0,8,,Yes
2024-09-14,PPL,Cable Fly,55.0,8,,
2024-09-14,PPL,Cable Lateral Raise,30.0,9,,Yes
2024-09-14,PPL,Cable Lateral Raise,30.0,9,,
2024-09-14,PPL,Cable Pullover,100.0,8,,Yes
2024-09-14,PPL,Cable Pullover,100.0,8,,
2024-09-14,PPL,Cable Pullover,100.0,8,,Yes
2024-09-14,PPL,Cable Pullover,100.0,8,,
2024-09-14,PPL,Calf Raises,120.0,12,,Yes
2024-09-14,PPL,Calf Raises,120.0,12,,
2024-09-14,PPL,Calf Raises,120.0,12,,
2024-09-14,PPL,Calf Raises,130.0,12,,Yes
2024-09-14,PPL,Calf Raises,130.0,12,,
2024-09-14,PPL,Calf Raises,130.0,12,,
2024-09-14,PPL,Close Grip Pull-up,0,8,,Yes
2024-09-14,PPL,Close Grip Pull-up,0,8,,
2024-09-14,PPL,Close Grip Pull-up,0,8,,
2024-09-14,PPL,DB Flat Bench,65.0,6,,Yes
2024-09-14,PPL,DB Flat Bench,65.0,6,,
2024-09-14,PPL,DB Incline Bench,50.0,8,,Yes
2024-09-14,PPL,DB Incline Bench,50.0,8,,
2024-09-14,PPL,DB Lateral Raise,25.0,10,,Yes
2024-09-14,PPL,DB Lateral Raise,25.0,10,,
2024-09-14,PPL,DB Lateral Raise,25.0,10,,
2024-09-14,PPL,DB Overhead Press,45.0,8,,Yes
2024-09-14,PPL,DB Overhead Press,45.0,8,,
2024-09-14,PPL,DB Overhead Press,45.0,8,,Yes
2024-09-14,PPL,DB Overhead Press,45.0,8,,
2024-09-14,PPL,DB Preacher Curl,27.5,9,,Yes
2024-09-14,PPL,DB Preacher Curl,27.5,9,,
2024-09-14,PPL,DB Preacher Curl,27.5,9,,Yes
2024-09-14,PPL,DB Preacher Curl,27.5,9,,
2024-09-14,PPL,DB RDL,50.0,8,,Yes
2024-09-14,PPL,DB RDL,50.0,8,,
2024-09-14,PPL,DB Row,60.0,8,,Yes
2024-09-14,PPL,DB Row,60.0,8,,
2024-09-14,PPL,Dead Bugs,15.0,10,,Yes
2024-09-14,PPL,Dead Bugs,15.0,10,,
2024-09-14,PPL,Dead Bugs,15.0,10,,Yes
2024-09-14,PPL,Dead Bugs,15.0,10,,
2024-09-14,PPL,Face Pull,100.0,8,,Yes
2024-09-14,PPL,Face Pull,100.0,8,,
2024-09-14,PPL,Face Pull,100.0,8,,Yes
2024-09-14,PPL,Face Pull,100.0,8,,
2024-09-14,PPL,Incline Cable Fly,55.0,8,,Yes
2024-09-14,PPL,Incline Cable Fly,55.0,8,,
2024-09-14,PPL,Leg Extension,240.0,10,,Yes
2024-09-14,PPL,Leg Extension,240.0,10,,
2024-09-14,PPL,Leg Extension,240.0,10,,Yes
2024-09-14,PPL,Leg Extension,240.0,10,,
2024-09-14,PPL,Leg Press,285.0,10,,Yes
2024-09-14,PPL,Leg Press,285.0,10,,
2024-09-14,PPL,Leg Press,290.0,10,,Yes
2024-09-14,PPL,Leg Press,290.0,10,,
2024-09-14,PPL,Lunges,25.0,15,,Yes
2024-09-14,PPL,Lunges,25.0,15,,
2024-09-14,PPL,Seated Hammer Curl,30.0,9,,Yes
2024-09-14,PPL,Seated Hammer Curl,30.0,9,,
2024-09-14,PPL,Seated Hammer Curl,30.0,9,,Yes
2024-09-14,PPL,Seated Hammer Curl,30.0,9,,
2024-09-14,PPL,Seated Leg Curl,195.0,10,,Yes
2024-09-14,PPL,Seated Leg Curl,195.0,10,,
2024-09-14,PPL,Seated Leg Curl,200.0,10,,Yes
2024-09-14,PPL,Seated Leg Curl,200.0,10,,
2024-09-14,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-09-14,PPL,Single Arm Seated Row,85.0,8,,
2024-09-14,PPL,Single Arm Tricep Extension,40.0,11,,Yes
2024-09-14,PPL,Single Arm Tricep Extension,40.0,11,,
2024-09-14,PPL,Tricep Pushdown,60.0,7,,Yes
2024-09-14,PPL,Tricep Pushdown,60.0,7,,
2024-09-14,PPL,Tricep Pushdown,60.0,8,,Yes
2024-09-14,PPL,Tricep Pushdown,60.0,8,,
2024-09-14,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-09-14,PPL,Tricep Rope Extension,110.0,9,,
2024-09-14,PPL,Wide Grip Pull-up,0,7,,Yes
2024-09-14,PPL,Wide Grip Pull-up,0,7,,
2024-09-14,PPL,Wide Grip Pull-up,0,7,,
2024-09-21,PPL,Cable Fly,55.0,8,,Yes
2024-09-21,PPL,Cable Fly,55.0,8,,
2024-09-21,PPL,Cable Lateral Raise,30.0,9,,Yes
2024-09-21,PPL,Cable Lateral Raise,30.0,9,,
2024-09-21,PPL,Cable Pullover,100.0,8,,Yes
2024-09-21,PPL,Cable Pullover,100.0,8,,
2024-09-21,PPL,Cable Pullover,100.0,8,,Yes
2024-09-21,PPL,Cable Pullover,100.0,8,,
2024-09-21,PPL,Calf Raises,130.0,12,,Yes
2024-09-21,PPL,Calf Raises,130.0,12,,
2024-09-21,PPL,Calf Raises,130.0,12,,
2024-09-21,PPL,Calf Raises,130.0,12,,Yes
2024-09-21,PPL,Calf Raises,130.0,12,,
2024-09-21,PPL,Calf Raises,130.0,12,,
2024-09-21,PPL,Close Grip Pull-up,0,8,,Yes
2024-09-21,PPL,Close Grip Pull-up,0,8,,
2024-09-21,PPL,Close Grip Pull-up,0,8,,
2024-09-21,PPL,DB Flat Bench,65.0,6,,Yes
2024-09-21,PPL,DB Flat Bench,65.0,6,,
2024-09-21,PPL,DB Incline Bench,55.0,8,,Yes
2024-09-21,PPL,DB Incline Bench,55.0,8,,
2024-09-21,PPL,DB Lateral Raise,25.0,10,,Yes
2024-09-21,PPL,DB Lateral Raise,25.0,10,,
2024-09-21,PPL,DB Lateral Raise,25.0,10,,
2024-09-21,PPL,DB Overhead Press,45.0,8,,Yes
2024-09-21,PPL,DB Overhead Press,45.0,8,,
2024-09-21,PPL,DB Overhead Press,45.0,9,,Yes
2024-09-21,PPL,DB Overhead Press,45.0,9,,
2024-09-21,PPL,DB Preacher Curl,30.0,9,,Yes
2024-09-21,PPL,DB Preacher Curl,30.0,9,,
2024-09-21,PPL,DB Preacher Curl,30.0,9,,Yes
2024-09-21,PPL,DB Preacher Curl,30.0,9,,
2024-09-21,PPL,DB RDL,55.0,8,,Yes
2024-09-21,PPL,DB RDL,55.0,8,,
2024-09-21,PPL,DB Row,60.0,8,,Yes
2024-09-21,PPL,DB Row,60.0,8,,
2024-09-21,PPL,Dead Bugs,15.0,10,,Yes
2024-09-21,PPL,Dead Bugs,15.0,10,,
2024-09-21,PPL,Dead Bugs,15.0,10,,Yes
2024-09-21,PPL,Dead Bugs,15.0,10,,
2024-09-21,PPL,Face Pull,100.0,8,,Yes
2024-09-21,PPL,Face Pull,100.0,8,,
2024-09-21,PPL,Face Pull,100.0,8,,Yes
2024-09-21,PPL,Face Pull,100.0,8,,
2024-09-21,PPL,Incline Cable Fly,55.0,8,,Yes
2024-09-21,PPL,Incline Cable Fly,55.0,8,,
2024-09-21,PPL,Leg Extension,240.0,10,,Yes
2024-09-21,PPL,Leg Extension,240.0,10,,
2024-09-21,PPL,Leg Extension,240.0,10,,Yes
2024-09-21,PPL,Leg Extension,240.0,10,,
2024-09-21,PPL,Leg Press,295.0,10,,Yes
2024-09-21,PPL,Leg Press,295.0,10,,
2024-09-21,PPL,Leg Press,295.0,11,,Yes
2024-09-21,PPL,Leg Press,295.0,11,,
2024-09-21,PPL,Lunges,25.0,15,,No
2024-09-21,PPL,Lunges,25.0,15,,
2024-09-21,PPL,Seated Hammer Curl,30.0,9,,Yes
2024-09-21,PPL,Seated Hammer Curl,30.0,9,,
2024-09-21,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-09-21,PPL,Seated Hammer Curl,30.0,10,,
2024-09-21,PPL,Seated Leg Curl,200.0,10,,Yes
2024-09-21,PPL,Seated Leg Curl,200.0,10,,
2024-09-21,PPL,Seated Leg Curl,200.0,10,,Yes
2024-09-21,PPL,Seated Leg Curl,200.0,10,,
2024-09-21,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-09-21,PPL,Single Arm Seated Row,85.0,8,,
2024-09-21,PPL,Single Arm Tricep Extension,45.0,9,,Yes
2024-09-21,PPL,Single Arm Tricep Extension,45.0,9,,
2024-09-21,PPL,Tricep Pushdown,60.0,9,,Yes
2024-09-21,PPL,Tricep Pushdown,60.0,9,,
2024-09-21,PPL,Tricep Pushdown,60.0,9,,Yes
2024-09-21,PPL,Tricep Pushdown,60.0,9,,
2024-09-21,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-09-21,PPL,Tricep Rope Extension,110.0,9,,
2024-09-21,PPL,Wide Grip Pull-up,0,7,,Yes
2024-09-21,PPL,Wide Grip Pull-up,0,7,,
2024-09-21,PPL,Wide Grip Pull-up,0,7,,
2024-09-28,PPL,Cable Fly,40.0,8,,Yes
2024-09-28,PPL,Cable Fly,40.0,8,,
2024-09-28,PPL,Cable Lateral Raise,30.0,9,,Yes
2024-09-28,PPL,Cable Lateral Raise,30.0,9,,
2024-09-28,PPL,Cable Pullover,100.0,9,,Yes
2024-09-28,PPL,Cable Pullover,100.0,9,,
2024-09-28,PPL,Cable Pullover,100.0,9,,Yes
2024-09-28,PPL,Cable Pullover,100.0,9,,
2024-09-28,PPL,Calf Raises,130.0,12,,Yes
2024-09-28,PPL,Calf Raises,130.0,12,,
2024-09-28,PPL,Calf Raises,130.0,12,,
2024-09-28,PPL,Calf Raises,130.0,12,,Yes
2024-09-28,PPL,Calf Raises,130.0,12,,
2024-09-28,PPL,Calf Raises,130.0,12,,
2024-09-28,PPL,Close Grip Pull-up,0,8,,Yes
2024-09-28,PPL,Close Grip Pull-up,0,8,,
2024-09-28,PPL,Close Grip Pull-up,0,8,,
2024-09-28,PPL,DB Flat Bench,65.0,6,,Yes
2024-09-28,PPL,DB Flat Bench,65.0,6,,
2024-09-28,PPL,DB Incline Bench,55.0,8,,Yes
2024-09-28,PPL,DB Incline Bench,55.0,8,,
2024-09-28,PPL,DB Lateral Raise,25.0,11,,Yes
2024-09-28,PPL,DB Lateral Raise,25.0,11,,
2024-09-28,PPL,DB Lateral Raise,25.0,11,,
2024-09-28,PPL,DB Overhead Press,45.0,10,,Yes
2024-09-28,PPL,DB Overhead Press,45.0,10,,
2024-09-28,PPL,DB Overhead Press,45.0,10,,Yes
2024-09-28,PPL,DB Overhead Press,45.0,10,,
2024-09-28,PPL,DB Preacher Curl,30.0,9,,Yes
2024-09-28,PPL,DB Preacher Curl,30.0,9,,
2024-09-28,PPL,DB Preacher Curl,30.0,9,,Yes
2024-09-28,PPL,DB Preacher Curl,30.0,9,,
2024-09-28,PPL,DB RDL,55.0,8,,Yes
2024-09-28,PPL,DB RDL,55.0,8,,
2024-09-28,PPL,DB Row,60.0,8,,Yes
2024-09-28,PPL,DB Row,60.0,8,,
2024-09-28,PPL,Dead Bugs,15.0,10,,Yes
2024-09-28,PPL,Dead Bugs,15.0,10,,
2024-09-28,PPL,Dead Bugs,15.0,10,,Yes
2024-09-28,PPL,Dead Bugs,15.0,10,,
2024-09-28,PPL,Face Pull,100.0,8,,Yes
2024-09-28,PPL,Face Pull,100.0,8,,
2024-09-28,PPL,Face Pull,100.0,8,,Yes
2024-09-28,PPL,Face Pull,100.0,8,,
2024-09-28,PPL,Incline Cable Fly,55.0,8,,Yes
2024-09-28,PPL,Incline Cable Fly,55.0,8,,
2024-09-28,PPL,Leg Extension,240.0,10,,Yes
2024-09-28,PPL,Leg Extension,240.0,10,,
2024-09-28,PPL,Leg Extension,240.0,10,,Yes
2024-09-28,PPL,Leg Extension,240.0,10,,
2024-09-28,PPL,Leg Press,300.0,11,,Yes
2024-09-28,PPL,Leg Press,300.0,11,,
2024-09-28,PPL,Leg Press,300.0,11,,Yes
2024-09-28,PPL,Leg Press,300.0,11,,
2024-09-28,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-09-28,PPL,Seated Hammer Curl,30.0,10,,
2024-09-28,PPL,Seated Hammer Curl,30.0,10,,Yes
2024-09-28,PPL,Seated Hammer Curl,30.0,10,,
2024-09-28,PPL,Seated Leg Curl,200.0,10,,Yes
2024-09-28,PPL,Seated Leg Curl,200.0,10,,
2024-09-28,PPL,Seated Leg Curl,200.0,10,,Yes
2024-09-28,PPL,Seated Leg Curl,200.0,10,,
2024-09-28,PPL,Single Arm Seated Row,85.0,8,,Yes
2024-09-28,PPL,Single Arm Seated Row,85.0,8,,
2024-09-28,PPL,Single Arm Tricep Extension,50.0,9,,Yes
2024-09-28,PPL,Single Arm Tricep Extension,50.0,9,,
2024-09-28,PPL,Tricep Pushdown,60.0,9,,Yes
2024-09-28,PPL,Tricep Pushdown,60.0,9,,
2024-09-28,PPL,Tricep Pushdown,60.0,9,,Yes
2024-09-28,PPL,Tricep Pushdown,60.0,9,,
2024-09-28,PPL,Tricep Rope Extension,110.0,9,,Yes
2024-09-28,PPL,Tricep Rope Extension,110.0,9,,
2024-09-28,PPL,Wide Grip Pull-up,0,7,,Yes
2024-09-28,PPL,Wide Grip Pull-up,0,7,,
2024-09-28,PPL,Wide Grip Pull-up,0,7,,
2024-10-05,PPL,Cable Fly,45.0,9,,Yes
2024-10-05,PPL,Cable Fly,45.0,9,,
2024-10-05,PPL,Cable Lateral Raise,30.0,10,,Yes
2024-10-05,PPL,Cable Lateral Raise,30.0,10,,
2024-10-05,PPL,Cable Pullover,100.0,9,,Yes
2024-10-05,PPL,Cable Pullover,100.0,9,,
2024-10-05,PPL,Cable Pullover,100.0,9,,Yes
2024-10-05,PPL,Cable Pullover,100.0,9,,
2024-10-05,PPL,Calf Raises,130.0,12,,Yes
2024-10-05,PPL,Calf Raises,130.0,12,,
2024-10-05,PPL,Calf Raises,130.0,12,,
2024-10-05,PPL,Calf Raises,130.0,12,,Yes
2024-10-05,PPL,Calf Raises,130.0,12,,
2024-10-05,PPL,Calf Raises,130.0,12,,
2024-10-05,PPL,Close Grip Pull-up,0,8,,Yes
2024-10-05,PPL,Close Grip Pull-up,0,8,,
2024-10-05,PPL,Close Grip Pull-up,0,8,,
2024-10-05,PPL,DB Flat Bench,65.0,6,,Yes
2024-10-05,PPL,DB Flat Bench,65.0,6,,
2024-10-05,PPL,DB Incline Bench,55.0,8,,Yes
2024-10-05,PPL,DB Incline Bench,55.0,8,,
2024-10-05,PPL,DB Lateral Raise,25.0,11,,Yes
2024-10-05,PPL,DB Lateral Raise,25.0,11,,
2024-10-05,PPL,DB Lateral Raise,25.0,11,,
2024-10-05,PPL,DB Overhead Press,45.0,10,,Yes
2024-10-05,PPL,DB Overhead Press,45.0,10,,
2024-10-05,PPL,DB Overhead Press,45.0,10,,Yes
